Calendar Year,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,Governing Body,Year Range,Geolocation,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%),Address,Latitude,Longitudes,HubExistance
2016,28837,Springvale Rise Primary School,Springvale,VIC,3171,Government,Primary,School Head Campus,Rolled Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,916,59,20,15,6,47,39.9,16,12.3,530,271,259,530,0,91,"Springvale Rise Primary School, Springvale, VIC, 3171","{'results': [{'address_components': [{'long_name': '32-52', 'short_name': '32-52', 'types': ['street_number']}, {'long_name': 'Wareham Street', 'short_name': 'Wareham St', 'types': ['route']}, {'long_name': 'Springvale', 'short_name': 'Springvale', 'types': ['locality', 'political']}, {'long_name': 'Greater Dandenong City', 'short_name': 'Greater Dandenong', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3171', 'short_name': '3171', 'types': ['postal_code']}], 'formatted_address': '32-52 Wareham St, Springvale VIC 3171, Australia', 'geometry': {'location': {'lat': -37.9399582, 'lng': 145.1588828}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.9386092197085, 'lng': 145.1602317802915}, 'southwest': {'lat': -37.9413071802915, 'lng': 145.1575338197085}}}, 'place_id': 'ChIJ2cLtf94U1moRz9fcxcZQQo4', 'plus_code': {'compound_code': '3565+2H Springvale, Victoria, Australia', 'global_code': '4RJ73565+2H'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}, {'address_components': [{'long_name': '355A', 'short_name': '355A', 'types': ['street_number']}, {'long_name': 'Springvale Road', 'short_name': 'Springvale Rd', 'types': ['route']}, {'long_name': 'Springvale', 'short_name': 'Springvale', 'types': ['locality', 'political']}, {'long_name': 'Greater Dandenong City', 'short_name': 'Greater Dandenong', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3171', 'short_name': '3171', 'types': ['postal_code']}], 'formatted_address': '355A Springvale Rd, Springvale VIC 3171, Australia', 'geometry': {'location': {'lat': -37.9522732, 'lng': 145.1528219}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.9509242197085, 'lng': 145.1541708802915}, 'southwest': {'lat': -37.9536221802915, 'lng': 145.1514729197085}}}, 'place_id': 'ChIJd_z-nrgU1moRX49xGXNBXBE', 'plus_code': {'compound_code': '25X3+34 Springvale, Victoria, Australia', 'global_code': '4RJ725X3+34'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",145.1588828,y
2016,27630,Mount Ridley P-12 College,Craigieburn,VIC,3064,Government,Combined,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-12,Major Cities,969,41,33,20,6,151,145.4,51,43.9,2040,984,1056,2040,2,58,"Mount Ridley P-12 College, Craigieburn, VIC, 3064","{'results': [{'address_components': [{'long_name': '2-30', 'short_name': '2-30', 'types': ['street_number']}, {'long_name': 'Hampton Street', 'short_name': 'Hampton St', 'types': ['route']}, {'long_name': 'Craigieburn', 'short_name': 'Craigieburn', 'types': ['locality', 'political']}, {'long_name': 'City of Hume', 'short_name': 'Hume', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3064', 'short_name': '3064', 'types': ['postal_code']}], 'formatted_address': '2-30 Hampton St, Craigieburn VIC 3064, Australia', 'geometry': {'location': {'lat': -37.5780251, 'lng': 144.9209515}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.57667611970849, 'lng': 144.9223004802915}, 'southwest': {'lat': -37.57937408029149, 'lng': 144.9196025197085}}}, 'place_id': 'ChIJhfPVyjZS1moRDw3zwO9mE7g', 'plus_code': {'compound_code': 'CWCC+Q9 Craigieburn, Victoria, Australia', 'global_code': '4RJ6CWCC+Q9'}, 'types': ['establishment', 'point_of_interest', 'school', 'university']}], 'status': 'OK'}",144.9209515,y
2016,2126,Holy Eucharist School,St Albans South,VIC,3021,Catholic,Primary,School Single Entity,Individual Reporting,Catholic Education Commision Victoria,Prep-6,Major Cities,972,43,32,17,8,33,27.7,15,10.4,372,163,209,372,,94,"Holy Eucharist School, St Albans South, VIC, 3021","{'results': [{'address_components': [{'long_name': '1A', 'short_name': '1A', 'types': ['street_number']}, {'long_name': 'Oleander Drive', 'short_name': 'Oleander Dr', 'types': ['route']}, {'long_name': 'St Albans', 'short_name': 'St Albans', 'types': ['locality', 'political']}, {'long_name': 'Brimbank City', 'short_name': 'Brimbank', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3021', 'short_name': '3021', 'types': ['postal_code']}], 'formatted_address': '1A Oleander Dr, St Albans VIC 3021, Australia', 'geometry': {'location': {'lat': -37.7563047, 'lng': 144.8110874}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.7549557197085, 'lng': 144.8124363802915}, 'southwest': {'lat': -37.7576536802915, 'lng': 144.8097384197085}}}, 'place_id': 'ChIJ6yMBILxf1moR8cAN2uoiN7c', 'plus_code': {'compound_code': '6RV6+FC St Albans, Victoria, Australia', 'global_code': '4RJ66RV6+FC'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.8110874,y
2016,14344,Good Samaritan Catholic Primary School,Roxburgh Park,VIC,3064,Catholic,Primary,School Single Entity,Individual Reporting,Catholic Education Commision Victoria,Prep-6,Major Cities,932,57,23,14,5,62,51.3,24,17.9,724,344,380,722.2,0,86,"Good Samaritan Catholic Primary School, Roxburgh Park, VIC, 3064","{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['subpremise']}, {'long_name': '29', 'short_name': '29', 'types': ['street_number']}, {'long_name': 'Southern Cross Drive', 'short_name': 'Southern Cross Dr', 'types': ['route']}, {'long_name': 'Roxburgh Park', 'short_name': 'Roxburgh Park', 'types': ['locality', 'political']}, {'long_name': 'City of Hume', 'short_name': 'Hume', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3064', 'short_name': '3064', 'types': ['postal_code']}], 'formatted_address': '1/29 Southern Cross Dr, Roxburgh Park VIC 3064, Australia', 'geometry': {'location': {'lat': -37.6229664, 'lng': 144.9345857}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.6216174197085, 'lng': 144.9359346802915}, 'southwest': {'lat': -37.6243153802915, 'lng': 144.9332367197085}}}, 'place_id': 'ChIJZ4F6F7lR1moRTqz-tPQp0eM', 'plus_code': {'compound_code': '9WGM+RR Roxburgh Park, Victoria, Australia', 'global_code': '4RJ69WGM+RR'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.9345857,y
2016,11274,Woodridge North State School,Woodridge,QLD,4114,Government,Primary,School Single Entity,Individual Reporting,Department of Education Queensland,Prep-6,Major Cities,913,61,27,10,2,42,35.6,36,21.4,518,250,268,518,11,51,"Woodridge North State School, Woodridge, QLD, 4114","{'results': [{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['subpremise']}, {'long_name': '11', 'short_name': '11', 'types': ['street_number']}, {'long_name': 'Arthur Street', 'short_name': 'Arthur St', 'types': ['route']}, {'long_name': 'Woodridge', 'short_name': 'Woodridge', 'types': ['locality', 'political']}, {'long_name': 'Logan City', 'short_name': 'Logan', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Queensland', 'short_name': 'QLD', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '4114', 'short_name': '4114', 'types': ['postal_code']}], 'formatted_address': '3/11 Arthur St, Woodridge QLD 4114, Australia', 'geometry': {'location': {'lat': -27.6262846, 'lng': 153.1062644}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -27.6249356197085, 'lng': 153.1076133802915}, 'southwest': {'lat': -27.6276335802915, 'lng': 153.1049154197085}}}, 'place_id': 'ChIJ7WOnfXZEkWsRtsXVWgdn9lI', 'plus_code': {'compound_code': '94F4+FG Woodridge, Queensland, Australia', 'global_code': '5R4M94F4+FG'}, 'types': ['establishment', 'point_of_interest', 'school']}], 'status': 'OK'}",153.1062644,y
2016,11275,Woodridge State School,Logan Central,QLD,4114,Government,Primary,School Single Entity,Individual Reporting,Department of Education Queensland,Prep-6,Major Cities,863,76,17,6,2,86,76.4,50,33.2,744,376,368,744,9,71,"Woodridge State School, Logan Central, QLD, 4114","{'results': [{'address_components': [{'long_name': 'Railway Parade', 'short_name': 'Railway Parade', 'types': ['route']}, {'long_name': 'Woodridge', 'short_name': 'Woodridge', 'types': ['locality', 'political']}, {'long_name': 'Logan City', 'short_name': 'Logan', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Queensland', 'short_name': 'QLD', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '4114', 'short_name': '4114', 'types': ['postal_code']}], 'formatted_address': 'Wembley Road &, Railway Parade, Woodridge QLD 4114, Australia', 'geometry': {'location': {'lat': -27.6413156, 'lng': 153.1044006}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -27.6399666197085, 'lng': 153.1057495802915}, 'southwest': {'lat': -27.64266458029151, 'lng': 153.1030516197085}}}, 'place_id': 'ChIJX2i0zg1EkWsRglrzwMld7ro', 'plus_code': {'compound_code': '9453+FQ Logan Central, Queensland, Australia', 'global_code': '5R4M9453+FQ'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",153.1044006,y
2016,11671,Riverview State School,Riverview,QLD,4303,Government,Primary,School Single Entity,Individual Reporting,Department of Education Queensland,Prep-6,Major Cities,858,74,19,6,1,21,18.5,19,14.8,269,138,131,269,23,30,"Riverview State School, Riverview, QLD, 4303","{'results': [{'address_components': [{'long_name': '131', 'short_name': '131', 'types': ['street_number']}, {'long_name': 'Old Ipswich Road', 'short_name': 'Old Ipswich Rd', 'types': ['route']}, {'long_name': 'Riverview', 'short_name': 'Riverview', 'types': ['locality', 'political']}, {'long_name': 'City of Ipswich', 'short_name': 'City of Ipswich', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Queensland', 'short_name': 'QLD', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '4303', 'short_name': '4303', 'types': ['postal_code']}], 'formatted_address': '131 Old Ipswich Rd, Riverview QLD 4303, Australia', 'geometry': {'location': {'lat': -27.6031855, 'lng': 152.8469854}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -27.6018365197085, 'lng': 152.8483343802915}, 'southwest': {'lat': -27.6045344802915, 'lng': 152.8456364197085}}}, 'place_id': 'ChIJQ7q3hV5LkWsRkpCDKjkCLX0', 'plus_code': {'compound_code': '9RWW+PQ Riverview, Queensland, Australia', 'global_code': '5R4J9RWW+PQ'}, 'types': ['establishment', 'point_of_interest', 'school']}], 'status': 'OK'}",152.8469854,y
2016,11541,Marsden State School,Marsden,QLD,4132,Government,Primary,School Single Entity,Individual Reporting,Department of Education Queensland,Prep-6,Major Cities,922,57,30,11,2,73,67.7,40,28,986,474,512,986,11,31,"Marsden State School, Marsden, QLD, 4132","{'results': [{'address_components': [{'long_name': '32', 'short_name': '32', 'types': ['street_number']}, {'long_name': 'Hickory Street', 'short_name': 'Hickory St', 'types': ['route']}, {'long_name': 'Marsden', 'short_name': 'Marsden', 'types': ['locality', 'political']}, {'long_name': 'Logan City', 'short_name': 'Logan', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Queensland', 'short_name': 'QLD', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '4132', 'short_name': '4132', 'types': ['postal_code']}], 'formatted_address': '32 Hickory St, Marsden QLD 4132, Australia', 'geometry': {'location': {'lat': -27.6856262, 'lng': 153.10476}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -27.68427721970849, 'lng': 153.1061089802915}, 'southwest': {'lat': -27.6869751802915, 'lng': 153.1034110197085}}}, 'place_id': 'ChIJCY0hyM1GkWsRVOCzkuLk1dc', 'plus_code': {'compound_code': '8473+PW Marsden, Queensland, Australia', 'global_code': '5R4M8473+PW'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",153.10476,y
2016,7104,Salisbury Primary School,Salisbury,SA,5108,Government,Primary,School Single Entity,Individual Reporting,Department for Education and Child Development South Australia,"U, R-7",Major Cities,938,52,29,15,4,30,27.8,15,11.6,371,189,182,371,6,38,"Salisbury Primary School, Salisbury, SA, 5108","{'results': [{'address_components': [{'long_name': '10', 'short_name': '10', 'types': ['street_number']}, {'long_name': 'Compuda Street', 'short_name': 'Compuda St', 'types': ['route']}, {'long_name': 'Salisbury', 'short_name': 'Salisbury', 'types': ['locality', 'political']}, {'long_name': 'City of Salisbury', 'short_name': 'Salisbury', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'South Australia', 'short_name': 'SA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '5108', 'short_name': '5108', 'types': ['postal_code']}], 'formatted_address': '10 Compuda St, Salisbury SA 5108, Australia', 'geometry': {'location': {'lat': -34.7671309, 'lng': 138.6466466}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -34.7657819197085, 'lng': 138.6479955802915}, 'southwest': {'lat': -34.7684798802915, 'lng': 138.6452976197085}}}, 'place_id': 'ChIJJ8s-ityzsGoRjAMkD-x9LE0', 'plus_code': {'compound_code': '6JMW+4M Adelaide, South Australia, Australia', 'global_code': '4QQW6JMW+4M'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",138.6466466,y
2016,7071,Para Vista Primary School,Para Vista,SA,5093,Government,Primary,School Single Entity,Individual Reporting,Department for Education and Child Development South Australia,R-7,Major Cities,960,42,33,19,6,22,18.7,13,9.4,258,117,141,258,7,27,"Para Vista Primary School, Para Vista, SA, 5093","{'results': [{'address_components': [{'long_name': '351', 'short_name': '351', 'types': ['street_number']}, {'long_name': 'Montague Road', 'short_name': 'Montague Rd', 'types': ['route']}, {'long_name': 'Para Vista', 'short_name': 'Para Vista', 'types': ['locality', 'political']}, {'long_name': 'City of Salisbury', 'short_name': 'Salisbury', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'South Australia', 'short_name': 'SA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '5093', 'short_name': '5093', 'types': ['postal_code']}], 'formatted_address': '351 Montague Rd, Para Vista SA 5093, Australia', 'geometry': {'location': {'lat': -34.8300948, 'lng': 138.6636245}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -34.8287458197085, 'lng': 138.6649734802915}, 'southwest': {'lat': -34.8314437802915, 'lng': 138.6622755197085}}}, 'place_id': 'ChIJJR7m6Uu0sGoRJGjBHZWtAOU', 'plus_code': {'compound_code': '5M97+XC Adelaide, South Australia, Australia', 'global_code': '4QQW5M97+XC'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",138.6636245,y
2016,7093,Karrendi Primary School,Parafield Gardens,SA,5107,Government,Primary,School Single Entity,Individual Reporting,Department for Education and Child Development South Australia,R-7,Major Cities,941,48,28,18,6,16,13.1,7,5.4,201,97,104,200.2,10,43,"Karrendi Primary School, Parafield Gardens, SA, 5107","{'results': [{'address_components': [{'long_name': '15', 'short_name': '15', 'types': ['street_number']}, {'long_name': 'Bradman Road', 'short_name': 'Bradman Rd', 'types': ['route']}, {'long_name': 'Parafield Gardens', 'short_name': 'Parafield Gardens', 'types': ['locality', 'political']}, {'long_name': 'City of Salisbury', 'short_name': 'Salisbury', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'South Australia', 'short_name': 'SA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '5107', 'short_name': '5107', 'types': ['postal_code']}], 'formatted_address': '15 Bradman Rd, Parafield Gardens SA 5107, Australia', 'geometry': {'location': {'lat': -34.7912557, 'lng': 138.6186148}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -34.7899067197085, 'lng': 138.6199637802915}, 'southwest': {'lat': -34.7926046802915, 'lng': 138.6172658197085}}}, 'place_id': 'ChIJORIZfce2sGoRGIwoGxi2GVA', 'plus_code': {'compound_code': '6J59+FC Adelaide, South Australia, Australia', 'global_code': '4QQW6J59+FC'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",138.6186148,y
2016,313,St Brigid's School,Kilburn,SA,5084,Catholic,Primary,School Single Entity,Individual Reporting,Catholic Education South Australia,R-7,Major Cities,900,58,22,15,5,12,11.1,9,4.1,163,77,86,163,4,70,"St Brigid's School, Kilburn, SA, 5084","{'results': [{'address_components': [{'long_name': '45', 'short_name': '45', 'types': ['street_number']}, {'long_name': 'Way Street', 'short_name': 'Way St', 'types': ['route']}, {'long_name': 'Kilburn', 'short_name': 'Kilburn', 'types': ['locality', 'political']}, {'long_name': 'City of Port Adelaide Enfield', 'short_name': 'Port Adelaide Enfield', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'South Australia', 'short_name': 'SA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '5084', 'short_name': '5084', 'types': ['postal_code']}], 'formatted_address': '45 Way St, Kilburn SA 5084, Australia', 'geometry': {'location': {'lat': -34.8615035, 'lng': 138.5877466}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -34.8601545197085, 'lng': 138.5890955802915}, 'southwest': {'lat': -34.86285248029149, 'lng': 138.5863976197085}}}, 'place_id': 'ChIJzYYufUbIsGoRqBRQ2fbotFY', 'plus_code': {'compound_code': '4HQQ+93 Adelaide, South Australia, Australia', 'global_code': '4QQW4HQQ+93'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",138.5877466,y
2016,310,St Augustine's Parish School,Salisbury,SA,5108,Catholic,Primary,School Single Entity,Individual Reporting,Catholic Education South Australia,R-7,Major Cities,986,30,31,25,14,42,38.1,22,12.7,605,295,310,605,2,25,"St Augustine's Parish School, Salisbury, SA, 5108","{'results': [{'address_components': [{'long_name': 'Salisbury', 'short_name': 'Salisbury', 'types': ['locality', 'political']}, {'long_name': 'City of Salisbury', 'short_name': 'Salisbury', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'South Australia', 'short_name': 'SA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '5108', 'short_name': '5108', 'types': ['postal_code']}], 'formatted_address': 'Salisbury SA 5108, Australia', 'geometry': {'location': {'lat': -34.763626, 'lng': 138.65003}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -34.76227701970849, 'lng': 138.6513789802915}, 'southwest': {'lat': -34.76497498029149, 'lng': 138.6486810197085}}}, 'place_id': 'ChIJ5wcj08-zsGoRpDgPxrllJbI', 'plus_code': {'compound_code': '6MP2+G2 Salisbury, South Australia, Australia', 'global_code': '4QQW6MP2+G2'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",138.65003,y
2016,29163,Meadows Primary School,Broadmeadows,VIC,3047,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,903,71,19,8,2,29,28.1,12,8.8,295,148,147,295,1,83,"Meadows Primary School, Broadmeadows, VIC, 3047","{'results': [{'address_components': [{'long_name': '41', 'short_name': '41', 'types': ['street_number']}, {'long_name': 'Gerbert Street', 'short_name': 'Gerbert St', 'types': ['route']}, {'long_name': 'Broadmeadows', 'short_name': 'Broadmeadows', 'types': ['locality', 'political']}, {'long_name': 'City of Hume', 'short_name': 'Hume', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3047', 'short_name': '3047', 'types': ['postal_code']}], 'formatted_address': '41 Gerbert St, Broadmeadows VIC 3047, Australia', 'geometry': {'location': {'lat': -37.68784220000001, 'lng': 144.9293208}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.68649321970851, 'lng': 144.9306697802915}, 'southwest': {'lat': -37.68919118029151, 'lng': 144.9279718197085}}}, 'place_id': 'ChIJoe2ZgJRa1moRpj2HMKGhTpI', 'plus_code': {'compound_code': '8W6H+VP Broadmeadows, Victoria, Australia', 'global_code': '4RJ68W6H+VP'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.9293208,y
2016,29823,Dallas Brooks Community Primary School,Dallas,VIC,3047,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,907,71,19,9,2,34,33.2,34,19.4,496,249,247,494.1,1,92,"Dallas Brooks Community Primary School, Dallas, VIC, 3047","{'results': [{'address_components': [{'long_name': '26-36', 'short_name': '26-36', 'types': ['street_number']}, {'long_name': 'King Street', 'short_name': 'King St', 'types': ['route']}, {'long_name': 'Dallas', 'short_name': 'Dallas', 'types': ['locality', 'political']}, {'long_name': 'City of Hume', 'short_name': 'Hume', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3047', 'short_name': '3047', 'types': ['postal_code']}], 'formatted_address': '26-36 King St, Dallas VIC 3047, Australia', 'geometry': {'location': {'lat': -37.6708215, 'lng': 144.9426428}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.6694725197085, 'lng': 144.9439917802915}, 'southwest': {'lat': -37.67217048029149, 'lng': 144.9412938197085}}}, 'place_id': 'ChIJW7S1KZxa1moRhByBa5hFyno', 'plus_code': {'compound_code': '8WHV+M3 Dallas, Victoria, Australia', 'global_code': '4RJ68WHV+M3'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.9426428,y
2016,29139,Wyndham Park Primary School,Werribee,VIC,3030,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,908,66,19,13,3,29,28.2,17,13.2,396,183,213,395.4,2,66,"Wyndham Park Primary School, Werribee, VIC, 3030","{'results': [{'address_components': [{'long_name': '77', 'short_name': '77', 'types': ['street_number']}, {'long_name': 'Kookaburra Avenue', 'short_name': 'Kookaburra Ave', 'types': ['route']}, {'long_name': 'Werribee', 'short_name': 'Werribee', 'types': ['locality', 'political']}, {'long_name': 'City of Wyndham', 'short_name': 'Wyndham', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3030', 'short_name': '3030', 'types': ['postal_code']}], 'formatted_address': '77 Kookaburra Ave, Werribee VIC 3030, Australia', 'geometry': {'location': {'lat': -37.8845529, 'lng': 144.676724}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.88320391970849, 'lng': 144.6780729802915}, 'southwest': {'lat': -37.88590188029149, 'lng': 144.6753750197085}}}, 'place_id': 'ChIJ98HQhC6kJwARbGcCzv8sTRE', 'plus_code': {'compound_code': '4M8G+5M Werribee, Victoria, Australia', 'global_code': '4RJ64M8G+5M'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.676724,y
2016,7040,Blair Athol North School B-7,Blair Athol,SA,5084,Government,Primary,School Single Entity,Individual Reporting,Department for Education and Child Development South Australia,"U, R-7",Major Cities,906,60,22,14,4,49,43.9,22,14,420,198,222,420,14,70,"Blair Athol North School B-7, Blair Athol, SA, 5084","{'results': [{'address_components': [{'long_name': '5', 'short_name': '5', 'types': ['street_number']}, {'long_name': 'Marmion Avenue', 'short_name': 'Marmion Ave', 'types': ['route']}, {'long_name': 'Blair Athol', 'short_name': 'Blair Athol', 'types': ['locality', 'political']}, {'long_name': 'City of Port Adelaide Enfield', 'short_name': 'Port Adelaide Enfield', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'South Australia', 'short_name': 'SA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '5084', 'short_name': '5084', 'types': ['postal_code']}], 'formatted_address': '5 Marmion Ave, Blair Athol SA 5084, Australia', 'geometry': {'location': {'lat': -34.8527517, 'lng': 138.5989158}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -34.8514027197085, 'lng': 138.6002647802915}, 'southwest': {'lat': -34.85410068029149, 'lng': 138.5975668197085}}}, 'place_id': 'ChIJi8-GrNLJsGoR_wcKrImzxR0', 'plus_code': {'compound_code': '4HWX+VH Adelaide, South Australia, Australia', 'global_code': '4QQW4HWX+VH'}, 'types': ['establishment', 'point_of_interest', 'school']}], 'status': 'OK'}",138.5989158,y
